date_key,MaxOpen,MinOpen,AverageOpen,MaxClose,MinClose,AverageClose,MaxHigh,MinHigh,AverageHigh,MaxLow,MinLow,AverageLow,MaxVolume,MinVolume,AverageVolume
2832,3850.0,367.9,1527.3799999999999,3955.65,370.65,1562.61,3969.3,372.2,1570.68,3850.0,362.6,1523.22,2952486,9934,1201817.8
2833,3970.0,371.2,1567.56,3944.85,368.95,1551.27,3977.7,374.45,1573.33,3918.8,367.5,1541.7900000000002,1831616,7504,634307.8
2834,3945.0,370.0,1551.85,3895.35,367.9,1536.9,3957.45,442.75,1572.22,3862.0,295.2,1511.15,1861439,186668,920121.6
2835,3903.0,388.8,1541.44,3943.2,377.2,1545.39,3954.35,404.4,1561.54,3881.6,373.0,1527.25,1873699,170098,877939.0
2836,3930.0,377.0,1540.3,3932.3,372.65,1535.06,3960.0,380.9,1554.7,3897.8,370.5,1525.06,2107305,37796,765306.0
2837,3938.0,370.05,1536.6,3977.8,371.2,1552.8300000000002,4024.85,375.0,1571.73,3932.75,370.0,1532.8700000000001,3178684,17087,1120107.2
2838,3965.0,370.0,1548.3200000000002,4025.05,375.1,1560.01,4040.0,382.8,1570.83,3952.5,367.0,1536.51,1601945,51145,576533.2
2839,4024.0,384.0,1562.05,4118.7,374.95,1568.74,4300.0,384.0,1620.56,4024.0,371.6,1544.8799999999999,3973699,53852,1146948.6
2840,4125.5,378.85,1571.27,4081.35,377.35,1559.02,4144.65,380.0,1582.6799999999998,4062.55,373.0,1545.22,5672247,107413,1546961.8
2841,4098.85,378.0,1565.05,4124.3,382.25,1569.69,4139.0,384.0,1579.6399999999999,4090.1,376.0,1556.8,4131089,35234,1025062.8
2842,4140.0,384.95,1575.94,4140.9,382.05,1578.0499999999997,4172.0,384.95,1591.01,4080.0,378.5,1557.3600000000001,3171245,14534,949572.2
2843,4140.0,372.35,1570.67,4220.65,385.05,1581.37,4248.0,397.0,1601.01,4100.9,372.35,1551.9099999999999,3391416,61579,1073339.4
2844,4229.95,381.25,1583.6399999999999,4281.6,394.1,1599.67,4307.9,399.7,1613.8899999999999,4225.05,381.25,1578.89,2538967,82362,861452.4
2845,4285.0,390.1,1598.8200000000002,4347.8,395.4,1606.3200000000002,4385.0,399.5,1622.27,4260.05,390.1,1583.6799999999998,2997245,72893,982029.4
2846,4340.0,393.25,1607.14,4228.25,391.75,1595.51,4358.55,395.8,1627.5600000000002,4215.0,388.05,1578.8,6857905,9032,1752430.8
2847,4255.0,391.75,1601.16,4178.75,391.05,1591.51,4270.0,398.35,1615.25,4136.3,382.7,1572.0700000000002,3459497,133216,1159159.8
2848,4170.0,395.85,1592.75,4322.9,409.75,1625.44,4343.25,412.0,1636.45,4169.95,385.5,1584.1399999999999,1729109,122594,719109.6
2849,4343.0,412.0,1634.3799999999999,4407.95,420.5,1658.5899999999997,4475.05,425.0,1676.39,4315.3,408.3,1624.98,3219213,132505,1403145.2
2850,4380.0,422.0,1651.25,4309.55,421.15,1641.17,4396.0,429.0,1666.08,4271.0,417.1,1623.3899999999999,1838452,100155,705215.6
2851,4305.0,416.9,1628.9099999999999,4312.05,431.9,1638.83,4349.9,436.3,1654.35,4265.1,414.4,1618.23,2152963,135819,729900.6
2852,4305.0,434.8,1640.4599999999998,4332.1,445.05,1637.6799999999998,4369.0,451.0,1663.98,4294.4,434.75,1620.6399999999999,4368279,180555,1280280.8
2853,4265.6,447.25,1623.5,4368.85,447.65,1644.3400000000001,4384.85,452.0,1651.7100000000003,4265.6,433.15,1609.01,1886949,90153,749329.6
2854,4350.0,448.4,1633.98,4378.9,445.95,1653.55,4395.0,448.4,1660.2599999999998,4350.0,441.1,1632.07,4025919,42569,1100232.4
2855,4378.0,440.1,1645.85,4421.25,445.0,1653.6200000000001,4433.95,447.85,1661.9599999999998,4369.95,440.1,1637.83,3247038,21300,1009381.8
2856,4425.0,447.0,1652.8799999999999,4526.8,442.9,1677.03,4575.0,450.0,1691.5400000000002,4421.3,439.0,1649.2599999999998,2092020,77374,742627.8
2857,4530.0,444.8,1675.4099999999999,4606.2,443.5,1691.2,4624.9,447.0,1702.98,4520.0,436.0,1660.8200000000002,2530136,21588,869120.2
2858,4608.1,442.5,1688.81,4714.6,447.05,1709.1,4734.0,450.0,1720.33,4559.9,439.05,1669.02,2954066,41073,1000947.0
2859,4730.0,444.05,1709.8700000000001,4559.65,470.7,1684.8400000000001,4754.95,485.0,1732.9599999999998,4531.55,444.0,1665.75,4335560,290861,1363300.4
2860,4560.0,471.95,1683.5700000000002,4477.35,465.45,1655.55,4572.6,481.0,1691.28,4461.0,461.0,1649.3400000000001,4607486,77680,1314515.6
2861,4450.0,461.0,1645.5900000000001,4427.75,471.6,1639.58,4474.95,477.0,1656.5900000000001,4199.2,459.0,1586.3,5707528,151549,1892370.8
2862,4455.0,474.0,1657.8,4559.65,470.35,1657.2599999999998,4617.55,487.0,1694.9099999999999,4432.0,467.0,1627.8,5035618,167180,1613767.0
2863,4569.95,470.0,1663.39,4621.25,470.45,1662.42,4685.0,479.0,1690.7,4491.0,460.15,1622.06,6926078,67815,1941145.0
2864,4645.75,474.4,1671.2,4578.7,472.05,1657.2099999999998,4668.25,480.0,1686.65,4510.0,464.0,1634.74,3980489,104662,1233835.0
2865,4620.0,475.0,1669.3,4292.45,460.2,1595.17,4620.0,475.0,1674.1299999999999,4255.6,456.6,1581.69,4596259,83845,1509794.0
2866,1247.35,210.0,776.3199999999999,1244.35,228.9,779.8399999999999,1252.0,234.0,788.3199999999999,1232.85,205.0,764.75,13873143,47095,4033089.6
2867,1251.0,230.0,782.05,1272.25,216.4,789.01,1278.0,234.8,797.0600000000001,1249.95,215.1,767.3399999999999,10030616,46265,3848606.8
2868,1267.0,215.0,781.92,1306.4,212.0,801.74,1312.4,219.9,809.4399999999999,1250.0,209.55,775.6800000000001,6899983,37449,2480726.4
2869,1311.05,212.0,809.3299999999999,1302.9,212.6,802.47,1312.1,216.3,811.0,1290.25,211.15,794.13,6146633,22232,2029812.2
2870,1312.0,213.8,805.2900000000001,1293.55,213.05,808.45,1316.0,214.75,817.15,1286.6,210.85,798.55,4410020,94930,1783909.0
2871,1295.7,214.0,812.28,1289.55,214.3,808.2900000000001,1306.0,220.85,819.8799999999999,1281.1,212.65,801.9699999999999,15008952,74300,4396251.0
2872,1314.0,215.3,813.9,1309.15,213.6,803.09,1315.0,216.2,818.28,1293.0,211.2,794.02,6555284,99371,2282271.8
2873,1323.9,216.0,810.04,1334.2,217.9,813.11,1337.7,218.6,819.4300000000001,1312.55,212.55,801.34,3771511,59786,1726298.8
2874,1339.5,218.0,813.79,1327.95,218.2,808.47,1339.5,220.25,818.1899999999999,1320.05,215.3,803.08,7727430,21543,2419574.2
2875,1326.25,219.3,806.5300000000001,1310.15,223.95,808.19,1330.6,225.35,815.8599999999999,1306.0,217.65,800.4,6942588,41321,2769080.0
2876,1312.95,225.0,808.99,1331.7,229.55,819.8399999999999,1335.0,230.6,824.82,1309.6,224.35,806.2,5889804,35805,2266425.2
2877,1334.1,229.0,821.28,1305.95,226.15,809.7,1337.9,231.85,827.03,1302.8,225.55,806.14,4785969,50777,1724363.4
2878,1306.0,225.0,807.4799999999999,1263.95,229.0,797.5000000000001,1306.0,230.6,811.31,1260.05,223.6,792.05,2582413,13406,1247869.0
2879,1254.4,228.0,791.82,1266.4,222.35,791.07,1272.25,230.2,798.0699999999999,1245.2,220.15,783.98,4322260,22317,1789748.0
2880,1269.0,224.9,795.7900000000001,1271.8,225.15,800.3699999999999,1283.9,228.0,805.78,1262.7,223.15,792.19,3892719,42901,1451342.0
2881,1266.6,226.0,788.9699999999999,1279.25,227.2,805.53,1294.2,229.2,814.84,1265.0,224.3,787.5200000000001,3043021,26223,1350352.4
2882,1281.0,228.1,807.1299999999999,1267.9,226.8,804.8700000000001,1286.85,228.9,813.05,1262.55,224.8,797.81,2332976,17094,879760.2
2883,1265.25,227.0,801.83,1262.5,227.8,802.99,1269.5,228.9,809.1800000000001,1252.1,226.2,796.5,1504709,42947,703967.0
2884,1267.7,228.5,802.4399999999999,1273.05,233.3,807.6700000000001,1278.0,234.6,812.53,1263.0,227.15,798.2300000000001,5025036,76581,1660619.2
2885,1279.2,234.5,811.72,1262.65,231.75,802.5600000000001,1281.55,236.6,814.76,1260.0,231.2,799.42,3149819,46724,1388731.0
2886,1259.3,232.4,800.74,1239.6,224.35,792.71,1261.9,233.6,805.23,1232.0,223.15,787.12,3845864,18937,1656067.8
2887,1247.25,224.1,796.27,1296.9,221.5,806.67,1312.0,225.75,813.9300000000001,1241.0,215.0,790.01,5071391,27978,2638403.2
2888,1294.7,221.5,809.96,1337.25,223.3,821.22,1340.0,224.65,825.93,1293.35,220.95,805.03,5007164,64723,2012317.6
2889,1335.0,223.55,820.28,1319.55,220.4,812.35,1340.0,226.25,828.2700000000001,1305.6,219.45,804.25,4677273,42516,2346042.6
2890,1322.0,220.9,815.36,1300.5,224.65,812.73,1324.85,225.3,823.51,1293.75,220.25,801.3700000000001,3126064,43630,1587814.6
2891,1285.0,225.0,805.23,1301.5,227.95,805.74,1307.95,230.3,819.45,1285.0,221.55,796.3100000000001,7154511,35863,2965761.6
2892,1300.0,227.0,807.0,1337.5,228.25,816.46,1342.0,230.0,824.99,1292.4,224.9,800.49,5132326,21329,2445565.8
2893,1349.0,228.5,821.6200000000001,1353.0,228.05,819.9400000000002,1367.55,230.9,831.05,1346.5,226.25,811.3,3255486,21029,1335328.2
2894,1345.0,227.5,815.6,1342.8,228.8,820.24,1347.95,229.6,823.43,1326.1,226.75,807.39,3787775,27351,1405252.6
2895,1330.7,227.2,811.8299999999999,1301.15,225.15,808.6899999999999,1330.7,228.95,819.5,1292.75,222.0,800.95,3219680,28676,1566211.8
2896,1303.6,225.2,807.3699999999999,1285.95,223.2,800.01,1312.8,227.4,813.97,1281.0,222.6,796.2,3140142,82610,1379813.8
2897,1245.0,218.0,780.5,1242.05,213.95,781.99,1252.5,219.15,790.03,1200.0,205.55,762.6700000000001,5994097,59704,2962081.2
2898,1205.2,209.85,766.04,1235.45,215.3,779.5400000000001,1265.8,219.5,793.05,1200.55,205.0,758.9300000000001,5084300,120624,2248060.4
2899,1190.5,210.0,751.18,1211.95,214.25,773.7699999999999,1238.3,217.15,785.1899999999999,1180.9,207.25,748.7,7463019,131664,2958758.2
2900,1242.0,219.9,781.52,1277.6,220.15,798.01,1283.4,222.3,805.6800000000001,1225.3,216.9,771.6299999999999,4056543,112539,2126137.0
2901,1270.55,218.0,792.9799999999999,1247.65,214.55,782.07,1282.0,220.95,803.41,1239.25,214.0,777.6899999999999,3040554,31990,1566150.6
2902,1249.4,217.9,789.26,1246.35,211.05,779.86,1269.0,217.9,794.73,1238.0,195.0,770.14,3936767,13505,1620544.8
2903,1246.2,213.25,783.78,1225.1,208.7,774.4999999999999,1255.6,214.95,789.22,1220.1,208.0,770.5,2580004,17215,1185782.0
2904,1220.0,209.05,771.5600000000001,1186.0,210.4,758.8599999999999,1230.8,212.8,784.1300000000001,1179.0,208.25,753.28,3096352,16864,1458854.8
2905,1197.0,211.0,761.72,1159.4,202.25,735.3900000000001,1203.0,214.8,765.0800000000002,1152.65,200.25,730.3000000000001,3914915,65445,2147961.0
2906,1137.0,200.0,723.64,1159.05,196.9,723.7699999999999,1166.45,200.0,735.8399999999999,1134.1,192.0,708.08,4884178,17955,2606077.6
2907,1165.5,195.05,728.8700000000001,1169.4,203.05,728.24,1174.6,204.15,738.85,1149.1,195.05,710.99,4377155,174318,2162409.2
2908,1171.1,204.5,731.0899999999999,1158.2,208.9,735.97,1174.5,211.85,745.85,1152.4,202.0,722.38,4008613,38805,2156282.8
2909,1145.0,208.0,734.0899999999999,1114.5,209.4,722.01,1156.8,213.4,746.6200000000001,1097.35,206.0,711.28,2968791,29843,1790401.2
2910,1124.0,209.4,726.0,1110.8,206.1,712.55,1130.2,212.0,730.9799999999999,1103.4,204.0,706.17,4849218,37034,2232147.8
2911,1117.05,209.0,715.5899999999999,1083.4,201.8,695.71,1129.0,209.0,721.0899999999999,1047.75,199.35,683.78,4457788,23936,1817490.2
2912,1080.0,204.0,702.42,1079.4,205.65,709.8800000000001,1107.0,207.2,720.8100000000001,1056.0,203.0,694.1800000000001,4186930,13141,1765619.4
2913,1070.1,206.0,714.39,1091.55,205.7,728.3299999999999,1098.95,209.8,735.4100000000001,1063.6,204.8,711.5699999999999,7821448,81460,2459158.2
2914,1104.0,206.3,733.8100000000001,1080.4,210.9,731.0900000000001,1109.7,212.3,743.8800000000001,1067.05,206.0,717.32,7791545,41494,2808173.2
2915,1073.6,209.0,726.54,1114.45,219.7,737.61,1124.75,221.2,745.95,1064.25,207.7,718.2,5370469,12957,2611539.6
2916,1109.0,217.9,735.71,1140.45,216.15,751.7400000000001,1149.0,223.0,759.8399999999999,1088.9,214.25,727.95,7162305,7659,3125531.2
2917,1141.5,217.7,753.3299999999999,1143.45,217.75,759.8000000000001,1159.0,219.95,769.24,1138.95,215.6,749.71,7186238,13627,2400909.8
2918,1141.55,218.8,761.78,1150.55,223.45,766.72,1160.85,225.0,773.77,1126.4,216.2,750.13,8065388,7714,2939961.0
2919,1147.2,224.9,749.8500000000001,1103.4,226.85,745.9,1153.9,230.3,774.75,1098.9,223.15,726.21,6757863,60897,2667632.2
2920,1098.0,229.0,740.22,1068.25,214.4,723.4,1098.0,229.0,744.04,1056.0,212.8,714.5400000000001,4713601,62058,2137973.4
2921,1070.55,220.5,727.4200000000001,1074.9,212.6,723.2299999999999,1096.0,220.5,739.9100000000001,1061.65,211.85,715.05,5806114,14925,2015111.6
2922,1078.0,212.5,725.9100000000001,1094.6,212.05,737.17,1104.0,215.4,743.74,1043.25,208.65,712.11,4694876,41821,2058906.8
2923,1096.7,213.25,739.6299999999999,1115.7,219.15,744.5699999999999,1123.0,219.7,750.2299999999999,1066.65,213.25,723.5699999999999,4664709,6775,1957577.0
2924,1131.0,221.0,746.62,1133.35,220.05,750.65,1140.95,222.5,760.71,1105.7,217.0,732.14,6128496,11328,2644379.4
2925,1124.8,219.0,747.5600000000001,1140.75,222.35,749.08,1148.6,223.5,758.01,1099.0,219.0,736.93,2924971,43289,1571605.0
2926,1139.85,223.9,749.21,1154.95,226.9,767.2,1161.9,227.5,772.6500000000001,1116.5,223.1,742.0,4214600,25285,1837153.4
2927,1143.1,226.0,764.4399999999999,1156.6,235.75,763.2199999999999,1161.0,237.45,772.55,1130.25,226.0,752.82,5631468,18910,2513292.8
2928,1131.0,233.65,751.8100000000001,1112.4,225.8,733.33,1135.9,233.65,755.1299999999999,1107.0,224.35,728.87,6239874,13462,2526584.2
2929,1100.1,224.45,724.6899999999999,1090.9,223.65,727.08,1115.95,228.5,742.0400000000001,1065.4,220.0,709.62,8803427,19557,3085364.8
2930,1104.0,223.85,726.49,1076.8,207.25,710.8700000000001,1108.8,223.9,729.5600000000001,1065.0,205.1,700.51,6890338,26754,3252972.8
2931,1082.9,210.0,717.86,1106.15,212.65,733.88,1110.9,214.0,738.1,1082.9,210.0,715.6600000000001,5039564,15722,2201273.8
2932,1110.0,214.0,737.6899999999999,1078.25,207.2,722.24,1110.65,216.4,740.61,1067.0,205.1,716.33,5722488,9120,2551743.8
2933,1067.35,207.0,716.42,1105.1,205.65,729.9,1116.9,208.15,737.95,1057.0,200.4,710.0400000000001,8702869,16303,3753963.8
2934,1100.0,208.0,726.22,1083.0,208.95,717.8,1107.9,211.25,735.33,1076.1,205.2,708.3599999999999,7987653,21086,2930143.6
2935,1083.9,206.0,709.8199999999999,1077.75,204.05,703.97,1100.0,207.4,715.99,1073.3,200.0,697.28,4825259,7323,1974394.6
2936,1082.0,205.0,702.48,1107.85,197.35,699.3,1116.0,207.4,715.9100000000001,1081.95,195.45,689.93,6000741,30178,3334621.4
2937,1117.0,200.0,703.9300000000001,1085.55,197.45,690.5699999999999,1129.0,200.65,710.0699999999999,1077.0,193.55,685.5,5425968,9004,2613137.6
2938,1115.0,201.0,707.17,1113.2,208.4,721.1200000000001,1125.0,209.6,729.02,1096.8,201.0,700.6600000000001,5109623,35392,2537991.2
2939,1080.1,210.0,711.89,1070.95,211.45,721.3699999999999,1091.85,212.45,729.4399999999999,1065.0,208.1,705.83,3393633,45554,1561214.8
2940,1065.0,212.5,725.15,1073.2,212.8,722.39,1087.3,215.6,735.6299999999999,1063.2,211.0,716.36,3592510,19437,1611139.6
2941,1067.85,213.0,725.25,1093.35,220.0,739.78,1099.9,221.0,744.5600000000001,1065.65,213.0,717.87,3947624,22714,2018427.4
2942,1100.0,221.0,739.8299999999999,1086.55,216.95,731.41,1108.0,224.1,746.74,1080.0,216.3,727.1,4195352,24785,2183493.2
2943,1075.55,215.0,726.47,1103.35,217.55,732.55,1110.0,220.5,740.64,1075.55,214.8,718.69,4085035,19918,1945835.4
2944,1111.9,224.0,736.89,1121.85,225.6,736.1899999999999,1132.8,226.75,749.42,1108.25,217.9,722.46,5040808,7411,2423881.4
2945,1100.0,220.0,728.0,1097.55,221.15,727.2199999999999,1105.05,223.0,733.47,1077.25,218.2,717.4399999999999,4182965,4701,1802312.2
2946,1105.0,222.0,733.04,1132.75,222.5,743.32,1135.0,225.55,746.7900000000001,1104.7,220.45,729.3100000000001,3034247,59304,1510978.4
2947,1116.0,221.0,737.53,1130.6,216.35,741.22,1136.0,221.0,746.76,1100.1,213.65,725.3599999999999,3337512,23162,1527690.4
2948,1136.8,218.0,749.76,1127.7,219.9,744.4399999999999,1139.9,222.8,756.6800000000001,1122.3,216.75,739.45,2950215,64629,1644149.8
2949,1158.1,222.0,756.8799999999999,1168.55,226.55,761.01,1189.1,227.8,770.0899999999999,1153.1,221.0,753.65,4094220,16232,1938450.4
2950,1172.25,223.1,763.67,1151.25,215.9,763.28,1194.0,224.8,783.32,1117.2,211.4,745.35,9327099,9805,4317716.4
2951,1159.7,224.8,770.0899999999999,1149.3,217.15,765.18,1169.0,224.8,774.82,1145.0,216.15,762.0400000000001,1126953,6826,477733.4
2952,1167.0,219.9,782.52,1150.5,217.35,772.78,1185.0,223.15,793.69,1145.55,216.25,763.81,5606883,75542,2968841.4
2953,1150.0,217.5,761.4100000000001,1159.35,217.3,769.71,1164.05,219.4,778.0600000000001,1141.5,214.4,750.69,3628082,31004,2094804.8
2954,1150.0,214.1,765.3199999999999,1135.95,215.05,763.96,1156.3,218.2,774.8,1130.1,213.0,756.67,3745221,20588,1569372.0
2955,1124.0,214.45,757.29,1125.95,215.3,762.3700000000001,1139.85,217.9,770.5400000000001,1117.2,213.65,754.37,3143275,7981,1437732.6
2956,1120.0,215.0,759.33,1129.5,215.25,763.55,1134.0,217.15,769.6400000000001,1120.0,213.0,752.6600000000001,3666997,7248,1496652.8
2957,1135.8,216.0,770.76,1128.5,217.0,763.3199999999999,1152.8,219.45,779.1299999999999,1123.65,216.0,758.34,4171957,7278,1809182.4
2958,1139.0,217.2,766.64,1140.35,221.9,768.4300000000001,1153.9,222.4,773.9100000000001,1129.3,217.2,760.2,3064297,14545,1437915.4
2959,1149.0,222.75,773.1800000000001,1112.3,218.25,749.6700000000001,1150.1,224.3,776.01,1103.5,217.3,745.5200000000001,2689688,47605,1574736.8
2960,1103.0,217.5,747.7,1059.75,214.8,740.3,1112.65,219.0,761.05,1052.0,212.7,724.5899999999999,4969253,93310,2264090.0
2961,1073.0,217.0,746.95,1049.5,209.7,727.29,1081.0,218.15,752.1899999999999,1046.3,208.4,723.95,3656473,21478,1434298.0
2962,1044.0,208.0,725.85,1008.4,206.15,711.4200000000001,1051.0,212.4,732.63,998.2,203.75,703.64,2612245,27452,1526875.2
2963,1009.0,207.0,712.3199999999999,1006.15,211.8,708.71,1021.1,214.6,718.28,981.5,205.1,694.97,3178327,230955,1948983.8
2964,1004.0,211.9,706.99,985.55,202.4,685.9,1009.5,214.45,711.7299999999999,981.05,184.9,678.6400000000001,5538055,122140,2397360.4
2965,978.1,193.1,679.7,964.2,203.9,677.58,980.8,205.25,686.4,940.0,193.1,658.0699999999999,4958044,16619,2865052.4
2966,960.0,203.0,675.0,947.0,198.4,670.5600000000001,971.2,203.0,684.6899999999999,943.15,195.5,663.4300000000001,4111409,22643,2288090.0
2967,953.0,199.0,673.05,959.55,185.55,672.54,965.0,200.0,681.67,943.65,184.1,662.9799999999999,8094625,30245,3337113.6
2968,954.65,183.8,668.8500000000001,953.6,190.55,663.95,971.5,191.8,674.98,944.1,181.2,652.4399999999999,5940896,16858,2914561.0
2969,953.7,189.4,664.6300000000001,988.95,189.8,675.5600000000001,999.0,191.7,681.27,951.7,184.0,656.7,6367715,7923,2757161.8
2970,992.0,189.5,674.03,967.25,189.0,666.9100000000001,992.1,196.85,683.27,945.95,186.1,657.9300000000001,4865853,18652,2262443.2
2971,981.2,192.5,676.3299999999999,991.4,191.25,679.99,997.0,194.3,688.84,974.6,189.3,670.09,4575902,13131,1918335.6
2972,993.0,191.9,679.5600000000001,975.8,185.3,671.03,1001.7,192.6,685.8699999999999,965.25,184.65,665.3100000000001,4803440,12422,2120497.2
2973,961.0,183.4,665.61,972.15,177.65,668.95,976.15,183.4,678.33,952.1,174.55,656.55,9865970,323706,3567034.0
2974,992.0,183.0,685.86,972.6,186.0,677.67,1008.0,188.4,696.77,963.1,180.25,672.61,6122090,416804,2985134.2
2975,978.65,183.4,677.71,1005.95,191.45,693.37,1012.0,192.0,697.6,965.55,183.4,671.7,4479880,72919,2464464.8
2976,1005.0,190.9,690.46,1032.15,186.8,698.3100000000001,1036.05,192.8,703.21,992.6,185.6,684.3199999999999,4115944,56031,2072357.2
2977,1033.0,187.0,699.2700000000001,1039.55,185.1,700.26,1052.45,189.3,709.23,1029.45,182.6,693.65,3913847,9429,1968986.0
2978,1035.0,185.0,699.2,1003.4,182.8,680.5500000000001,1041.95,186.0,703.1,995.0,180.75,674.5,4442697,54453,2208374.4
2979,981.35,181.0,672.15,991.9,185.1,675.14,1012.9,187.55,686.9200000000001,978.2,178.8,663.44,5044876,46515,2239227.4
2980,1005.0,185.5,680.1700000000001,970.4,180.0,659.11,1008.0,187.3,683.4100000000001,967.25,179.2,655.29,5097034,189296,1986455.6
2981,962.0,180.0,654.6,959.9,172.05,658.15,974.0,180.7,667.22,950.0,170.1,647.0899999999999,7121542,22239,3087408.0
2982,959.0,172.5,655.6,959.15,167.15,652.46,981.0,172.75,666.74,950.55,166.05,646.28,8812592,17154,3434635.4
2983,948.0,166.0,646.1800000000001,949.1,163.25,649.57,952.15,166.0,653.63,934.0,155.05,632.61,11528044,8766,4191161.4
2984,955.0,164.5,651.4399999999999,931.55,161.5,634.61,964.0,172.35,678.36,908.7,159.6,625.68,10509505,7710,4260843.6
2985,925.0,161.0,632.03,916.65,161.45,621.53,931.2,164.9,639.15,900.0,157.1,608.25,6590342,27082,3133343.2
2986,924.0,162.0,626.08,916.15,156.2,609.36,926.9,163.7,627.6,908.7,154.2,603.99,5550563,8037,3013819.4
2987,926.1,158.0,620.85,961.9,169.1,634.6,969.0,170.35,640.01,926.1,158.0,615.02,7941380,10943,3123256.4
2988,941.0,168.0,627.08,965.85,175.45,642.2099999999999,978.95,178.0,648.01,941.0,166.8,622.6600000000001,8512579,9921,3347056.6
2989,975.0,178.25,648.63,975.5,171.55,642.71,988.5,178.5,657.35,968.25,169.75,637.21,4231255,87110,2226877.2
2990,984.0,171.5,645.13,969.5,173.85,643.3,991.0,176.9,654.53,965.05,171.15,637.35,2376469,13142,1195041.6
2991,971.0,173.0,643.88,963.15,174.85,636.67,979.4,178.3,650.59,951.3,172.0,629.0899999999999,3074308,34041,1579918.2
2992,964.9,174.0,637.72,959.3,173.75,631.01,972.2,175.9,639.9200000000001,950.25,170.55,623.46,2829068,12554,1556790.0
2993,954.0,172.0,626.89,921.75,172.4,612.85,959.5,173.8,632.74,915.5,170.8,608.26,5449524,11645,2197696.0
2994,935.0,172.05,616.74,918.3,171.0,607.79,939.9,174.5,622.66,911.0,168.0,602.92,6662330,12553,2227087.6
2995,923.0,171.6,609.28,938.9,175.15,612.3399999999999,944.35,177.0,619.38,917.0,171.35,600.15,4299217,8327,2100380.4
2996,947.0,176.5,617.97,952.8,179.55,628.3700000000001,964.7,180.65,634.0,941.35,176.5,615.37,4683491,23619,2152981.2
2997,953.0,180.0,629.4399999999999,948.25,177.8,627.71,969.0,184.4,638.26,943.15,175.6,621.2,4238367,6325,2319857.6
2998,948.0,178.95,627.39,933.45,176.45,623.9100000000001,948.0,181.7,636.89,925.6,174.05,613.47,6619586,11999,2641431.0
2999,928.7,175.25,621.36,949.75,172.9,627.37,955.8,176.45,633.65,927.0,170.5,614.11,4703147,6923,2095266.4
3000,948.0,174.8,626.53,954.6,174.3,627.97,957.25,175.0,630.52,940.1,173.0,623.52,460231,325,211227.2
3001,949.9,173.75,627.02,971.05,175.55,632.22,975.0,177.45,636.25,948.0,170.1,619.13,4202878,18130,1657567.2
3002,981.0,177.9,637.2,986.35,180.85,649.03,993.0,181.75,652.65,977.25,176.45,635.3599999999999,4507724,10934,1739682.2
3003,988.55,181.75,650.64,987.9,183.8,659.19,995.0,185.0,666.07,972.2,181.5,643.86,4842143,10994,2320611.6
3004,984.8,183.2,658.8,994.5,184.2,658.8399999999999,1009.0,187.7,673.12,982.05,181.8,651.7800000000001,3779145,19508,2224955.0
3005,997.0,184.2,662.1099999999999,977.05,182.8,654.0600000000001,1009.2,188.05,671.9,974.0,180.0,649.3299999999999,4692930,39951,2104482.0
3006,970.0,180.0,651.53,1008.05,184.35,655.8199999999999,1019.85,185.5,664.66,970.0,179.8,642.7,4067488,14989,1667236.2
3007,1020.0,185.55,661.9100000000001,1108.35,184.6,688.28,1120.0,188.85,695.63,1019.1,180.5,659.3199999999999,5197636,9896,2986805.0
3008,1112.0,185.0,694.1,1101.8,183.85,688.7699999999999,1144.85,185.7,707.48,1092.5,181.5,681.03,9248756,23788,3357633.4
3009,1116.5,185.0,695.9100000000001,1129.95,182.4,701.07,1135.0,187.2,706.87,1107.0,181.0,691.48,5483508,28444,2428354.8
3010,1131.0,184.9,703.9,1103.5,191.9,710.6099999999999,1135.0,193.45,722.75,1085.0,183.7,689.54,7251864,25487,3848912.0
3011,1084.0,191.9,703.86,1160.65,191.4,714.32,1172.45,196.5,731.5199999999999,1070.05,190.1,690.6299999999999,6457585,21169,3337370.4
3012,1167.4,192.0,716.2,1157.95,192.0,724.14,1172.15,196.2,732.9300000000001,1128.0,191.2,704.7299999999999,7011924,7139,3470930.2
3013,1157.0,193.0,725.71,1180.75,197.9,737.95,1198.0,198.8,745.32,1142.0,193.0,717.0699999999999,4886655,81432,3006335.0
3014,1167.8,199.35,739.8299999999999,1210.65,206.45,753.98,1219.0,207.25,759.13,1159.7,198.9,733.0899999999999,5565491,12439,2603074.4
3015,1204.0,209.5,751.4399999999999,1193.3,201.45,731.78,1226.0,209.5,756.85,1185.0,200.6,727.0400000000001,4829091,10146,2088865.6
3016,1198.0,203.3,738.13,1186.7,203.0,747.0799999999999,1209.9,207.3,756.36,1167.65,198.25,729.19,6264462,10752,2921009.0
3017,1190.0,208.0,747.71,1214.8,196.2,758.93,1227.0,208.0,765.26,1183.0,193.2,738.53,5161191,15476,2444256.0
3018,1225.0,197.5,764.26,1217.65,194.5,756.2900000000001,1233.45,201.0,771.1299999999999,1204.2,193.0,748.78,4901979,15019,2416841.2
3019,1220.0,192.2,757.5799999999999,1240.85,196.7,770.0699999999999,1254.0,199.8,775.99,1205.0,192.1,746.7900000000001,4569209,28736,2016189.6
3020,1250.0,197.5,776.48,1252.75,198.3,773.8399999999999,1265.0,201.8,782.9200000000001,1235.5,196.5,759.14,3984412,26063,1989493.6
